"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.553534020E1,1.141974568E0,5.855237007E0,7.409375191E0
2.555337011E1,1.311266780E0,6.530611038E0,8.699705124E0
2.557139678E1,1.105484009E0,6.756732941E0,8.889934540E0
2.558942578E1,5.551348329E-1,6.232106686E0,8.144570351E0
2.560745642E1,-4.875376225E-1,5.230112076E0,6.829115868E0
2.562548236E1,-8.285148144E-1,4.060619831E0,7.035496712E0
2.564350146E1,2.392822644E-3,3.329014540E0,9.671789169E0
2.566151928E1,5.898307562E-1,2.549552441E0,1.057089233E1
2.567957159E1,-6.400800496E-2,2.518445730E0,9.737591743E0
2.569760058E1,6.089733839E-1,2.933002472E0,7.547560692E0
2.571563354E1,1.983051777E0,3.275176048E0,8.058428764E0
2.573365704E1,1.345364571E0,2.979662418E0,8.925228119E0
2.575168707E1,-2.745763958E-1,2.097907305E0,9.376873970E0
2.576971502E1,-9.996016622E-1,1.357328653E0,9.725627899E0
2.578774127E1,-1.663609982E0,8.673982024E-1,1.053141022E1
2.580575799E1,-2.346760750E0,8.656035662E-1,1.086700439E1
2.582380316E1,-1.006181955E0,1.533201098E0,1.000678444E1
2.584183038E1,3.876372576E-1,1.991426587E0,8.803194046E0
2.585986279E1,5.096712112E-1,2.227717876E0,8.968897820E0
2.587788678E1,9.804590940E-1,2.481357098E0,9.605986595E0
2.589591858E1,7.986045480E-1,2.933600664E0,1.045902824E1
2.591394854E1,-2.093719877E-2,2.685943365E0,1.078205872E1
2.593198413E1,-9.260223508E-1,2.164906263E0,1.037109184E1
2.595000402E1,-1.883749604E0,1.660020709E0,9.865009308E0
2.596803424E1,-2.016551256E0,2.056631088E0,1.006899738E1
2.598605969E1,-1.412961721E0,2.164906263E0,9.608379364E0
2.600409063E1,-9.744769931E-1,2.036890268E0,9.025727272E0
2.602211944E1,-8.554341197E-1,2.219342947E0,8.413164139E0
2.604014972E1,-4.666004181E-1,2.571686029E0,8.415556908E0
2.605817767E1,-1.310070455E-1,2.708675146E0,8.920442581E0
2.607620764E1,-6.394818425E-1,2.595016241E0,9.175278664E0
2.609423523E1,-8.518448472E-1,2.219342947E0,9.602396965E0
2.611226165E1,-1.211964726E0,1.928615093E0,9.541978836E0
2.613027740E1,-1.689931035E0,1.715653777E0,9.443872452E0
2.614832214E1,-1.788634896E0,1.397408366E0,9.479166985E0
2.616634710E1,-1.543370605E0,1.140179992E0,9.880562782E0
2.618436969E1,-1.417747378E0,9.625129104E-1,9.738189697E0
2.620240918E1,-1.202991605E0,1.045065284E0,9.732208252E0
2.622043933E1,-4.821537733E-1,1.369890928E0,9.595218658E0
2.623847039E1,-5.802594870E-2,1.802393675E0,9.807581902E0
2.625649639E1,2.063809484E-1,2.080559254E0,9.743574142E0
2.627452386E1,3.170489892E-2,2.627917528E0,9.545567513E0
2.629255334E1,-9.810572863E-2,2.954537868E0,9.324830055E0
2.631058239E1,4.127619043E-2,3.134597778E0,9.175876617E0
2.632861218E1,-3.649054468E-2,3.084946632E0,8.718249321E0
2.634664025E1,-6.921239495E-1,2.775076151E0,8.377271652E0
2.636466998E1,-3.613162339E-1,2.482553482E0,8.983852386E0
2.638269787E1,2.362912297E-1,2.377867460E0,1.051525879E1
2.640072790E1,5.497509837E-1,2.585444927E0,1.129651546E1
2.641875549E1,4.516452849E-1,3.063411236E0,1.139043427E1
2.643678479E1,-9.092725813E-2,3.245863914E0,1.046441174E1
2.645481359E1,-1.806581169E-1,3.077768087E0,9.797411919E0
2.647284362E1,-2.691925466E-1,2.991028309E0,9.181859016E0
2.649087176E1,-8.865407705E-1,2.733799934E0,8.717052460E0
2.650890167E1,-1.499701619E0,2.385046005E0,8.481359482E0
2.652692913E1,-1.509871125E0,2.260619164E0,8.634500504E0
2.654495959E1,-1.786840320E0,2.207378864E0,8.415556908E0
2.656298687E1,-2.085943222E0,1.912463546E0,8.083553314E0
2.658101623E1,-2.124826431E0,1.821536183E0,8.160721779E0
2.659904467E1,-1.437488198E0,2.006381750E0,8.621339798E0
2.661707745E1,-5.575276613E-1,2.312064886E0,9.199805260E0
2.663511358E1,-7.716853023E-1,2.522633314E0,9.848857880E0
2.665313269E1,-7.657032609E-1,2.825325251E0,1.048235798E1
2.667116052E1,-7.280163169E-1,3.109472990E0,1.093460083E1
2.668918786E1,-8.392825127E-1,3.297309637E0,1.097228813E1
2.670721807E1,-9.774680734E-1,3.333800077E0,1.064806080E1
2.672524719E1,-1.118046403E0,3.063411236E0,9.436694145E0
2.674327624E1,-1.058824062E0,2.886940479E0,9.241679192E0
2.676130249E1,-1.058225870E0,2.659622431E0,8.779266357E0
2.677931927E1,-1.024128079E0,2.387438774E0,8.623134613E0
2.679736413E1,-1.107278705E0,2.251047850E0,8.380263329E0
2.681539196E1,-1.197607756E0,2.213959217E0,8.376075745E0
2.683342572E1,-1.104885817E0,2.354537487E0,8.733204842E0
2.685144928E1,-7.166503668E-1,2.577668190E0,8.950951576E0
2.686947857E1,-7.561319470E-1,2.757728100E0,9.379864693E0
2.688750744E1,-1.024726272E0,2.860619545E0,9.614361763E0
2.690553772E1,-1.050449133E0,2.983849764E0,1.002413273E1
2.692356567E1,-9.882357717E-1,2.967698336E0,1.017667484E1
2.694159582E1,-1.070189953E0,2.921636343E0,1.013420200E1
2.695962304E1,-1.763510346E0,2.931207657E0,1.008814049E1
2.697765295E1,-8.823533654E-1,2.854039192E0,9.690333366E0
2.699568011E1,-3.708875179E-1,2.810370207E0,9.245268822E0
2.701370788E1,-1.734796464E-1,2.694318295E0,8.977870941E0
2.703173889E1,-1.507478207E-1,2.627917528E0,8.911469460E0
2.704976861E1,-1.465603858E-1,2.608774900E0,8.906683922E0
2.706779730E1,-7.058826685E-1,2.697309256E0,8.826524734E0
2.708582678E1,-6.179464459E-1,2.876770973E0,8.954540253E0
2.710385467E1,-5.461617708E-1,2.885145903E0,9.173483849E0
2.712188470E1,-6.071787477E-1,2.880360365E0,9.312267303E0
2.713991223E1,-8.913264275E-1,2.960519791E0,9.326624870E0
2.715794146E1,-6.340979934E-1,2.950948477E0,9.655637741E0
2.717597009E1,-6.400800496E-2,2.924029350E0,9.764511108E0
2.719400030E1,-1.543370634E-1,2.886940479E0,9.778867722E0
2.721202435E1,-2.213360965E-1,2.864208698E0,9.717252731E0
2.723004296E1,-1.495514214E-1,2.953939438E0,9.588040352E0
2.724808624E1,-2.069791555E-1,2.989233732E0,9.358329773E0
2.726611200E1,-1.597209126E-1,2.989233732E0,9.253045082E0
2.728413189E1,-1.746760458E-1,2.961117983E0,9.114859581E0
2.730217279E1,-7.956135273E-2,2.974876642E0,8.995218277E0
2.732020123E1,-1.890329868E-1,2.985644341E0,9.034101486E0
2.733823516E1,-3.230310604E-2,2.978466034E0,9.062217712E0
2.735625958E1,2.069791555E-1,3.007778168E0,9.381061554E0
2.737428942E1,2.213360965E-1,3.011965513E0,9.495916367E0
2.739231713E1,1.836491376E-1,2.978466034E0,9.605986595E0
2.741034753E1,1.788634956E-1,2.997608662E0,9.534201622E0
2.742837481E1,2.512463629E-1,3.150151014E0,9.394820213E0
2.744639807E1,3.655036688E-1,3.201596737E0,9.246464729E0
2.746440911E1,4.695914388E-1,3.186043262E0,9.198608398E0
2.748246252E1,4.462614357E-1,3.152543783E0,9.351150513E0
