"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.046319628E1,9.794421196E0,1.127019525E0,-1.722832322E-1
1.048121905E1,9.740582466E0,1.066002488E0,-3.529413342E-1
1.049923413E1,9.683155060E0,1.038485050E0,-3.481557071E-1
1.051728118E1,9.678369522E0,1.048056364E0,-4.151547253E-1
1.053531128E1,9.678967476E0,1.096511006E0,-5.491527915E-1
1.055334362E1,9.649655342E0,1.058824062E0,-5.533402562E-1
1.057136859E1,9.840482712E0,1.113260746E0,-5.018945336E-1
1.058939740E1,9.851250648E0,1.159920812E0,-3.493520916E-1
1.060742736E1,9.794421196E0,1.204187989E0,-4.444667995E-1
1.062545483E1,9.764511108E0,1.157527924E0,-6.927221417E-1
1.064348468E1,9.721440315E0,1.144367456E0,-8.165507317E-1
1.066151269E1,9.739984512E0,1.095912814E0,-7.064808607E-1
1.067954248E1,9.792028427E0,1.066600680E0,-6.490531564E-1
1.069756958E1,9.755537987E0,1.147956610E0,-5.778666735E-1
1.071559466E1,9.692726135E0,1.082154036E0,-6.442674994E-1
1.073361114E1,9.734601021E0,1.005583763E0,-6.538388133E-1
1.075165814E1,9.757930756E0,9.667003751E-1,-6.490531564E-1
1.076968621E1,9.729216576E0,9.816554785E-1,-6.867401004E-1
1.078771630E1,9.719645500E0,1.001396298E0,-7.872386575E-1
1.080572839E1,9.734601021E0,1.058225870E0,-7.974081635E-1
1.082377374E1,9.763314247E0,1.101296663E0,-8.309076428E-1
1.084180108E1,9.725028992E0,1.092323542E0,-8.404789567E-1
1.085983416E1,9.725028992E0,1.063609719E0,-8.638089895E-1
1.087785888E1,9.739386559E0,1.091725349E0,-8.500502706E-1
1.089588903E1,9.753743172E0,1.101296663E0,-8.883354068E-1
1.091391723E1,9.739386559E0,1.092323542E0,-9.355936646E-1
1.093194452E1,9.710672379E0,1.097109199E0,-9.164510965E-1
1.094996618E1,9.663414001E0,1.112064362E0,-8.446664214E-1
1.096800463E1,9.654440880E0,1.126421213E0,-8.446664214E-1
1.098603204E1,9.720842361E0,1.139581800E0,-8.452646136E-1
1.100406317E1,9.744770050E0,1.134796143E0,-8.356932998E-1
1.102208984E1,9.634700775E0,1.098305583E0,-9.451649189E-1
1.104011987E1,9.668199539E0,1.117448211E0,-9.786644578E-1
1.105814782E1,9.706484795E0,1.125823021E0,-9.308080077E-1
1.107617779E1,9.673583984E0,1.126421213E0,-8.973084688E-1
1.109420562E1,9.659226418E0,1.107278705E0,-8.542376757E-1
1.111223645E1,9.659226418E0,1.126421213E0,-8.356932998E-1
1.113026300E1,9.677771568E0,1.116850019E0,-8.925228715E-1
1.114829235E1,9.762716293E0,1.097109199E0,-9.786644578E-1
1.116631488E1,9.749555588E0,1.110867858E0,-8.356932998E-1
1.118432696E1,9.620343208E0,1.098305583E0,-9.116654396E-1
1.120237902E1,9.683753014E0,1.183250785E0,-8.596215248E-1
1.122040893E1,9.698708534E0,1.216152072E0,-6.975077987E-1
1.123844238E1,9.650253296E0,1.159322619E0,-7.543373108E-1
1.125646661E1,9.668199539E0,1.122233868E0,-9.930213690E-1
1.127449377E1,9.773484230E0,1.153938770E0,-9.218349457E-1
1.129252276E1,9.717252731E0,1.220937729E0,-8.596215248E-1
1.131055169E1,9.655637741E0,1.226919770E0,-9.266205430E-1
1.132858172E1,9.626923561E0,1.208375454E0,-8.979067206E-1
1.134661053E1,9.631709099E0,1.198205948E0,-8.548358679E-1
1.136463977E1,9.664012909E0,1.193420291E0,-1.002592683E0
1.138266626E1,9.620942116E0,1.165902853E0,-1.088734269E0
1.140068884E1,9.659226418E0,1.174875975E0,-1.060020447E0
1.141871295E1,9.753743172E0,1.144965649E0,-1.012163997E0
1.143675103E1,9.735198975E0,1.130010486E0,-8.596215248E-1
1.145477166E1,9.751350403E0,1.200598717E0,-6.017948985E-1
1.147281585E1,9.779465675E0,1.209571838E0,-6.071787477E-1
1.149084118E1,9.683753014E0,1.182652593E0,-7.357929349E-1
1.150887408E1,9.636494637E0,1.183250785E0,-7.160521746E-1
1.152689843E1,9.636494637E0,1.173679471E0,-7.064808607E-1
1.154492797E1,9.649655342E0,1.126421213E0,-8.213363886E-1
1.156295587E1,9.630513191E0,1.136590719E0,-8.733802438E-1
1.158098535E1,9.712467194E0,1.220937729E0,-8.219345808E-1
1.159901385E1,9.755537987E0,1.229910851E0,-8.506484628E-1
1.161704022E1,9.788438797E0,1.186840057E0,-8.356932998E-1
1.163505664E1,9.626325607E0,1.140778184E0,-7.686942816E-1
1.165310168E1,9.660423279E0,1.163509965E0,-6.592226624E-1
1.167112945E1,9.711869240E0,1.153938770E0,-7.543373108E-1
1.168916388E1,9.783653259E0,1.176670551E0,-7.357929349E-1
1.170718920E1,9.669396400E0,1.168893814E0,-7.256234884E-1
1.172521600E1,9.763913155E0,1.153340459E0,-7.926225066E-1
1.174324542E1,9.754341125E0,1.148554921E0,-8.213363886E-1
1.176127056E1,9.646664619E0,1.207179070E0,-6.831508875E-1
1.177928772E1,9.646664619E0,1.235892892E0,-7.501499057E-1
1.179733258E1,9.693922997E0,1.220937729E0,-7.214360237E-1
1.181536084E1,9.716654778E0,1.149153113E0,-7.208378315E-1
1.183339398E1,9.759725571E0,1.129412293E0,-7.070791125E-1
1.185141772E1,9.836296082E0,1.185045362E0,-6.687939167E-1
1.186944671E1,9.565906525E0,1.202991605E0,-5.970092416E-1
1.188747601E1,9.655637741E0,1.173679471E0,-7.399803996E-1
1.190550622E1,9.783055305E0,1.115055323E0,-7.543373108E-1
1.192353027E1,9.825528145E0,1.095314622E0,-7.214360237E-1
1.194154852E1,9.721440315E0,1.129412293E0,-6.687939167E-1
1.195959173E1,9.623334885E0,1.206580877E0,-4.773681164E-1
1.197762127E1,9.665806770E0,1.177268744E0,-4.534398913E-1
1.199565319E1,9.722038269E0,1.152742267E0,-5.347958803E-1
1.201367773E1,9.854242325E0,1.118644595E0,-7.214360237E-1
1.203170715E1,9.697511673E0,1.106082320E0,-7.256234884E-1
1.204973687E1,9.589237213E0,1.168893814E0,-5.587241054E-1
1.206776556E1,9.676574707E0,1.248455167E0,-3.397808075E-1
1.208579480E1,9.827322960E0,1.232901812E0,-5.641079545E-1
1.210382281E1,9.707681656E0,1.177268744E0,-6.305087805E-1
1.212185229E1,9.602995872E0,1.159920812E0,-6.299105883E-1
1.213988018E1,9.646664619E0,1.162911773E0,-4.582255483E-1
1.215790918E1,9.723235130E0,1.214357495E0,-4.492524564E-1
1.217593804E1,9.760921478E0,1.228714466E0,-5.162515044E-1
1.219396777E1,9.674779892E0,1.177268744E0,-5.539384484E-1
1.221199591E1,9.779465675E0,1.200598717E0,-6.640082598E-1
1.223002569E1,9.741779327E0,1.229312658E0,-5.688936114E-1
1.224805352E1,9.702896118E0,1.187438250E0,-6.975077987E-1
1.226608337E1,9.646664619E0,1.192223907E0,-5.443671346E-1
1.228411108E1,9.684949875E0,1.220339537E0,-5.682953596E-1
1.235622640E1,9.756135941E0,1.258026481E0,-7.166503668E-1
1.237425579E1,9.708279610E0,1.220339537E0,-7.262216806E-1
1.239228424E1,9.708877563E0,1.215553880E0,-5.784648657E-1
1.241031420E1,9.647262573E0,1.205982566E0,-4.492524564E-1
1.242834185E1,9.661619186E0,1.201196909E0,-4.636093974E-1
1.244637097E1,9.608977318E0,1.211964726E0,-6.017948985E-1
1.246440002E1,9.694520950E0,1.249651670E0,-7.070791125E-1
1.248242999E1,9.756733894E0,1.281954765E0,-6.598208547E-1
1.250045788E1,9.756733894E0,1.296311617E0,-6.885347366E-1
1.251848760E1,9.632905960E0,1.269392371E0,-7.022934556E-1
1.253651544E1,9.585647583E0,1.283749342E0,-5.593222976E-1
1.255454553E1,9.537791252E0,1.255633712E0,-5.826523304E-1
1.257257299E1,9.795019150E0,1.295115232E0,-5.928218365E-1
1.259060192E1,9.884750366E0,1.284945726E0,-7.220342159E-1
1.260863122E1,9.776474953E0,1.305284739E0,-5.928218365E-1
1.262666113E1,9.738189697E0,1.315454245E0,-6.071787477E-1
1.264468884E1,9.624530792E0,1.302293777E0,-5.306084156E-1
1.266271850E1,9.729216576E0,1.314856052E0,-4.833501875E-1
1.268074633E1,9.681360245E0,1.305882931E0,-4.875376225E-1
1.269877288E1,9.719047546E0,1.296909928E0,-6.741777658E-1
1.271678985E1,9.714262009E0,1.292124271E0,-6.598208547E-1
1.273483599E1,9.666405678E0,1.234696507E0,-5.449653864E-1
1.275286889E1,9.652647018E0,1.253240824E0,-3.296113312E-1
1.277089239E1,9.635298729E0,1.338784218E0,-1.441675574E-1
1.278892004E1,9.681958199E0,1.314856052E0,-3.684946895E-1
1.280694787E1,9.571888924E0,1.302891970E0,-6.209374666E-1
1.282497833E1,9.686145782E0,1.335195065E0,-6.933203340E-1
1.284300708E1,9.725028992E0,1.343569875E0,-4.450650215E-1
1.286103497E1,9.762118340E0,1.285543919E0,-3.732803464E-1
1.287906427E1,9.790832520E0,1.299302697E0,-3.493520916E-1
1.289709228E1,9.515657425E0,1.345962763E0,-3.966103494E-1
1.291511944E1,9.458230019E0,1.319043517E0,-5.922235847E-1
1.293315094E1,9.663414001E0,1.435693622E0,-6.317051649E-1
1.295118066E1,9.664012909E0,1.449452281E0,-5.216353536E-1
1.296920739E1,9.648459435E0,1.412363529E0,-7.842476368E-1
1.298722741E1,9.971489906E0,1.412961721E0,-7.609176040E-1
1.300525054E1,9.876974106E0,1.389033556E0,-4.935196638E-1
1.302329559E1,9.748359680E0,1.328614831E0,-4.163511395E-1
1.304132324E1,9.649655342E0,1.387238979E0,-3.355933726E-1
1.305934253E1,9.649655342E0,1.435095429E0,-4.594219327E-1
1.307738201E1,9.758528709E0,1.429711580E0,-6.317051649E-1
1.309541186E1,9.696913719E0,1.430309772E0,-6.460621357E-1
1.311344336E1,9.673583984E0,1.468594909E0,-6.029912829E-1
1.313146954E1,9.550353050E0,1.455434322E0,-3.924229145E-1
1.314949670E1,9.779465675E0,1.499701619E0,-3.074777126E-1
1.316752594E1,9.759127617E0,1.419542074E0,-4.360919297E-1
1.318555493E1,9.692128181E0,1.377069473E0,-4.498506486E-1
1.320358209E1,9.662816048E0,1.358525038E0,-4.977070987E-1
1.322160211E1,9.625727654E0,1.411765337E0,-5.024927258E-1
1.323964233E1,9.598209381E0,1.454237938E0,-3.403790295E-1
1.325767022E1,9.588638306E0,1.468594909E0,-3.547359705E-1
1.327570294E1,9.668199539E0,1.425524116E0,-5.216353536E-1
1.329372784E1,9.701699257E0,1.420140266E0,-4.881358147E-1
1.331175695E1,9.675378799E0,1.533799291E0,-2.404786795E-1
1.332978607E1,9.824331284E0,1.583450437E0,3.589234129E-2
1.334781628E1,8.832506180E0,1.006780148E0,-3.601198196E-1
1.336584411E1,9.939187050E0,1.803590059E0,-4.522434771E-1
1.338387365E1,1.015454102E1,1.654038668E0,-8.913264275E-1
1.340190167E1,9.653244972E0,1.490130305E0,-1.080359459E0
1.341992779E1,9.644271851E0,1.527817249E0,-1.009172916E0
1.343794390E1,9.845867157E0,1.585843205E0,-6.801598072E-1
1.345599005E1,9.736993790E0,1.567298889E0,-4.606183469E-1
1.347401812E1,9.475577354E0,1.523031592E0,-3.643072546E-1
1.349205499E1,9.585647583E0,1.612164259E0,-3.792623878E-1
1.351007452E1,9.674779892E0,1.593021631E0,-6.275177598E-1
1.352810455E1,9.741181374E0,1.558923960E0,-7.040880919E-1
1.354613153E1,9.749555588E0,1.501496196E0,-7.130611539E-1
1.356416229E1,9.674181938E0,1.482353687E0,-4.743770957E-1
1.358219055E1,9.583852768E0,1.478764415E0,-4.785645306E-1
1.360021930E1,9.488738060E0,1.533201098E0,-6.508477330E-1
1.361824822E1,9.641879082E0,1.602592945E0,-6.275177598E-1
1.363627801E1,9.694520950E0,1.616351724E0,-6.370890141E-1
1.365430590E1,9.499505997E0,1.609173179E0,-5.988038778E-1
1.367233545E1,9.500103951E0,1.618744493E0,-4.600201547E-1
1.369036328E1,9.665806770E0,1.621735573E0,-5.892325640E-1
1.370839337E1,9.722636223E0,1.620539188E0,-6.083751321E-1
1.372641644E1,9.514460564E0,1.637288928E0,-4.983053207E-1
1.374443200E1,9.551549911E0,1.608574986E0,-5.892325640E-1
1.376247906E1,9.628120422E0,1.607378602E0,-4.414757788E-1
1.378050891E1,9.876375198E0,1.636092424E0,-2.081755698E-1
1.379854174E1,9.834501266E0,1.713261008E0,-2.129612118E-1
1.381656677E1,9.581459999E0,1.640878081E0,-3.840480447E-1
1.383459478E1,9.518648148E0,1.637887120E0,-5.988038778E-1
1.385262432E1,9.761520386E0,1.706082582E0,-6.329016089E-1
1.387065216E1,9.885348320E0,1.704287887E0,-5.330012441E-1
1.388868115E1,9.604191780E0,1.607378602E0,-5.030909777E-1
1.390671014E1,9.461818695E0,1.619342685E0,-5.270192027E-1
1.392474029E1,9.699904442E0,1.668993831E0,-6.233302951E-1
1.394276818E1,9.533005714E0,1.647458434E0,-7.130611539E-1
1.396079626E1,9.737591743E0,1.711466432E0,-7.286145091E-1
1.397881878E1,9.850652695E0,1.672582984E0,-9.002995491E-1
1.399685522E1,9.636494637E0,1.613360643E0,-8.997012973E-1
1.401488281E1,9.376275063E0,1.654038668E0,-6.460621357E-1
1.403291388E1,9.505488396E0,1.738385677E0,-6.897311211E-1
1.405094134E1,9.713663101E0,1.784447432E0,-1.072582722E0
1.406897125E1,9.765109062E0,1.732403636E0,-1.268195987E0
1.408699890E1,9.652048111E0,1.747358680E0,-9.906286001E-1
1.410502874E1,9.653244972E0,1.798804402E0,-7.764709592E-1
1.412305609E1,9.473184586E0,1.829911113E0,-8.189435601E-1
1.414108630E1,9.497113228E0,1.882553220E0,-9.433703423E-1
1.415911419E1,9.538987160E0,1.882553220E0,-1.124626637E0
1.417714392E1,9.552745819E0,1.863410592E0,-1.191625714E0
1.419517199E1,9.652647018E0,1.838286042E0,-1.148554921E0
1.421320196E1,9.542576790E0,1.762912035E0,-1.019342422E0
1.423122992E1,9.576674461E0,1.800000787E0,-8.811569214E-1
1.424925988E1,9.538389206E0,1.786840320E0,-1.000199914E0
1.426728772E1,9.646664619E0,1.791027784E0,-1.239482164E0
1.428531768E1,9.552745819E0,1.805982947E0,-1.100698471E0
1.430334503E1,9.534201622E0,1.853839397E0,-1.024726272E0
1.432137054E1,9.604191780E0,1.767099500E0,-1.124626637E0
1.433938800E1,9.595218658E0,1.795813441E0,-1.067198873E0
1.435743316E1,9.576674461E0,1.824527264E0,-1.110269666E0
1.437546106E1,9.538389206E0,1.829911113E0,-1.119840980E0
1.439349487E1,9.580264091E0,1.801197290E0,-1.205384374E0
1.441151879E1,9.498908043E0,1.754537225E0,-1.234098315E0
1.442954846E1,9.551549911E0,1.782652855E0,-1.224527001E0
1.444757617E1,9.647860527E0,1.832902193E0,-1.039083242E0
1.446560522E1,9.471988678E0,1.831107497E0,-1.081555843E0
1.448363415E1,9.647860527E0,1.867598057E0,-1.287338614E0
1.450166406E1,9.576674461E0,1.887338877E0,-1.249053478E0
1.451969195E1,9.524630547E0,1.873580098E0,-1.196411371E0
1.453772168E1,9.557532310E0,1.873580098E0,-1.239482164E0
1.455574938E1,9.509675026E0,1.831107497E0,-1.262812138E0
1.457377996E1,9.504291534E0,1.759322882E0,-1.200598717E0
1.459180743E1,9.523433685E0,1.777867198E0,-1.115055323E0
1.460983630E1,9.561718941E0,1.782054663E0,-1.158126116E0
1.462786499E1,9.513862610E0,1.802393675E0,-1.277169108E0
1.464589495E1,9.489934921E0,1.812563181E0,-1.325025558E0
1.466392297E1,9.579665184E0,1.778465390E0,-1.420738459E0
1.468195300E1,9.626923561E0,1.763510346E0,-1.406381488E0
1.469998077E1,9.574879646E0,1.730010748E0,-1.301097274E0
1.471801074E1,9.541978836E0,1.744367719E0,-1.167099237E0
1.473603857E1,9.504291534E0,1.778465390E0,-1.195813060E0
1.475406713E1,9.462417603E0,1.836491346E0,-1.191027522E0
1.477209607E1,9.509675026E0,1.840678811E0,-1.320239902E0
1.479012622E1,9.556933403E0,1.826321840E0,-1.387238979E0
1.480815441E1,9.565906525E0,1.801795483E0,-1.296311617E0
1.482618396E1,9.585049629E0,1.768295884E0,-1.238883972E0
1.484421173E1,9.541379929E0,1.716252089E0,-1.277169108E0
1.486224170E1,9.555737495E0,1.725823283E0,-1.267597795E0
1.488026904E1,9.589237213E0,1.763510346E0,-1.272383451E0
1.489829809E1,9.532406807E0,1.749751568E0,-1.272383451E0
1.491632684E1,9.503693581E0,1.731207132E0,-1.295713425E0
1.493435681E1,9.507881165E0,1.716850281E0,-1.329213023E0
1.495238537E1,9.541379929E0,1.744965911E0,-1.301097274E0
1.497041485E1,9.527621269E0,1.764108539E0,-1.344168067E0
1.498844256E1,9.537791252E0,1.802393675E0,-1.272383451E0
1.500647125E1,9.565308571E0,1.744965911E0,-1.320239902E0
1.502449444E1,9.570094109E0,1.734796405E0,-1.267597795E0
1.504252948E1,9.637093544E0,1.748555183E0,-1.253240824E0
1.506055834E1,9.536594391E0,1.725823283E0,-1.329213023E0
1.507858935E1,9.504889488E0,1.806581140E0,-1.086341500E0
1.509661621E1,9.528220177E0,1.797009826E0,-1.167099237E0
1.511464648E1,9.564710617E0,1.721635938E0,-1.491924882E0
1.513267364E1,9.565906525E0,1.788036704E0,-1.363310695E0
1.515070343E1,9.571290970E0,1.810768485E0,-1.167697430E0
1.516873089E1,9.579665184E0,1.744367719E0,-1.262812138E0
1.518676056E1,9.569496155E0,1.721037745E0,-1.353141189E0
1.520478918E1,9.575477600E0,1.753939033E0,-1.186241865E0
1.522281896E1,9.594620705E0,1.767697692E0,-1.143769264E0
1.524084222E1,9.556335449E0,1.744367719E0,-1.253240824E0
1.525886090E1,9.537193298E0,1.764108539E0,-1.258026481E0
1.527690454E1,9.569496155E0,1.701296926E0,-1.281954765E0
1.529493457E1,9.597611427E0,1.643869162E0,-1.281356573E0
1.531296594E1,9.559326172E0,1.615753531E0,-1.228714466E0
1.533099133E1,9.579665184E0,1.686341763E0,-1.143171072E0
1.534902038E1,9.584450722E0,1.706082582E0,-1.195813060E0
1.536705017E1,9.589237213E0,1.725225091E0,-1.253240824E0
1.538507818E1,9.560523033E0,1.730010748E0,-1.248455167E0
1.540310772E1,9.588638306E0,1.706082582E0,-1.229312658E0
1.542113580E1,9.598209381E0,1.667199135E0,-1.181456208E0
1.543916565E1,9.536594391E0,1.634297848E0,-1.061815023E0
1.545719342E1,9.559925079E0,1.615155339E0,-1.023529887E0
1.547522393E1,9.645467758E0,1.637887120E0,-1.124028444E0
1.549325824E1,9.636494637E0,1.691127419E0,-1.219741344E0
1.551127478E1,9.574879646E0,1.701296926E0,-1.167099237E0
1.552928234E1,9.550353050E0,1.639681697E0,-1.171286702E0
1.554733715E1,9.588638306E0,1.628913999E0,-1.100100160E0
1.556536645E1,9.621540070E0,1.648056626E0,-1.138385415E0
1.558340356E1,9.570094109E0,1.686341763E0,-1.071386337E0
1.560142443E1,9.593423843E0,1.682154298E0,-1.205384374E0
1.561945373E1,9.550353050E0,1.673181176E0,-1.243071318E0
1.563748223E1,9.564710617E0,1.663011789E0,-1.186241865E0
1.565551232E1,9.583254814E0,1.619940877E0,-1.204786181E0
1.567354052E1,9.588040352E0,1.605584025E0,-1.124028444E0
1.569156982E1,9.588040352E0,1.595414519E0,-1.071386337E0
1.570959655E1,9.530014038E0,1.549352646E0,-1.214357495E0
1.572762402E1,9.509675026E0,1.497906923E0,-1.399801254E0
1.574565527E1,9.365508080E0,1.361516118E0,-1.489532113E0
1.576368426E1,9.540184021E0,1.210170031E0,-1.202991605E0
1.578171441E1,9.900901794E0,1.075573802E0,-8.883354068E-1
1.579974353E1,1.013300610E1,1.024726272E0,-8.602197170E-1
1.581777166E1,1.010070229E1,1.212562919E0,-1.199402332E0
1.583580102E1,9.989436150E0,1.395015597E0,-1.128814101E0
1.585382861E1,9.681958199E0,1.749751568E0,-5.611169338E-1
1.587185546E1,9.267401695E0,1.852642894E0,2.267199457E-1
1.588987359E1,9.083752632E0,1.989033818E0,1.262213886E-1
1.590791565E1,8.979066849E0,2.193620205E0,-6.807580590E-1
1.592594439E1,8.924630165E0,1.776072621E0,-1.132403374E0
1.594397735E1,9.171689034E0,1.275972724E0,-8.303094506E-1
1.596200232E1,9.253643036E0,9.355936646E-1,-6.807580590E-1
1.598003228E1,9.277571678E0,6.113662124E-1,-8.703892231E-1
1.599805987E1,9.565906525E0,2.033899277E-1,-1.227517962E0
1.601608960E1,9.784850121E0,-1.758724600E-1,-1.293320656E0
1.603411688E1,9.879366875E0,-2.548356056E-1,-1.039681435E0
1.605214624E1,1.001156998E1,-1.854437590E-2,-7.884350419E-1
1.607017517E1,1.004806042E1,2.865405083E-1,-8.662018180E-1
1.608820550E1,9.930811882E0,4.845465720E-1,-1.110269666E0
1.610623352E1,9.684949875E0,6.658028960E-1,-1.539781332E0
1.612426306E1,9.443872452E0,8.853443861E-1,-1.931606054E0
1.614229077E1,9.190832138E0,8.416753411E-1,-2.193620205E0
1.616032061E1,9.290133476E0,8.267202377E-1,-2.294118643E0
1.617834838E1,9.489934921E0,7.890332937E-1,-2.002792597E0
1.619637719E1,9.568299294E0,8.679963946E-1,-1.626521230E0
1.621440612E1,9.293723106E0,9.182456732E-1,-1.382453322E0
1.623243634E1,9.437891006E0,7.561319470E-1,-1.783251047E0
1.625046453E1,9.784252167E0,7.226324677E-1,-1.822134495E0
1.626849432E1,9.999007225E0,6.945167780E-1,-1.421336651E0
1.628652203E1,1.045184898E1,7.304090858E-1,-1.150947690E0
1.630455175E1,1.072941685E1,8.979067206E-1,-1.018146038E0
1.632257910E1,1.023948669E1,8.093722463E-1,-9.930213690E-1
1.634060839E1,9.757332802E0,6.532405615E-1,-1.019940615E0
1.635863336E1,9.504889488E0,5.126622319E-1,-7.513462901E-1
1.637665167E1,9.409176826E0,3.499503136E-1,-3.589234054E-1
1.639469519E1,9.121439934E0,6.221338734E-2,-7.537391037E-2
1.641272515E1,8.657232285E0,-2.374876440E-1,7.537391037E-2
1.643075671E1,8.310273170E0,-3.098705411E-1,1.477568001E-1
1.644878308E1,8.102097511E0,-2.111666054E-1,1.387837082E-1
1.646681024E1,8.508278847E0,-1.615155302E-2,3.170489892E-2
1.648483538E1,9.810572624E0,-2.081755698E-1,-4.911268353E-1
1.650285296E1,1.133599758E1,-4.025924206E-1,-1.061815023E0
1.652089874E1,1.264427280E1,-2.338984162E-1,-1.161117196E0
1.659301098E1,1.022991467E1,-9.044869542E-1,-1.968694806E0
1.661103570E1,1.171825027E1,-7.082754970E-1,-2.350350142E0
1.662907055E1,1.251206970E1,-6.430711150E-1,-8.823533654E-1
1.664709924E1,1.197129154E1,-4.923232496E-1,1.974078715E-1
1.666513055E1,1.043988514E1,6.640082598E-2,-8.087740541E-1
1.668315734E1,1.010608673E1,6.430711150E-1,-1.984846354E0
1.670118737E1,1.010130119E1,1.207777262E0,-2.536391973E0
1.671921496E1,1.060977554E1,1.380060434E0,-3.282952785E0
1.673724499E1,1.092263699E1,1.884347796E0,-3.920639992E0
1.675527240E1,1.006660461E1,2.166700840E0,-3.738785267E0
1.677330133E1,8.318049431E0,2.020738840E0,-3.122633457E0
1.679133038E1,7.082156658E0,1.806581140E0,-2.612364054E0
1.680936041E1,7.797012806E0,1.953141451E0,-2.338385820E0
1.682738500E1,8.562715530E0,2.328814745E0,-2.088934183E0
1.684540393E1,9.405587196E0,2.532204628E0,-2.172683001E0
1.686344610E1,9.951150894E0,2.819941521E0,-1.974676847E0
1.688147595E1,9.554540634E0,2.566900492E0,-1.782054663E0
1.689950726E1,7.974679470E0,1.992623091E0,-2.014158487E0
1.691753265E1,6.865008354E0,1.473978758E0,-2.271985054E0
1.693556207E1,6.273981094E0,1.208973646E0,-2.006381750E0
1.695359124E1,6.391827583E0,1.063011408E0,-1.643270969E0
1.697161932E1,7.268198967E0,1.232303619E0,-1.603191137E0
1.698964935E1,8.174480438E0,1.502094388E0,-1.621137381E0
1.700767712E1,9.088538170E0,1.979462504E0,-1.191027522E0
1.702570715E1,9.583254814E0,2.334796667E0,-9.122636318E-1
1.704373138E1,9.847063065E0,2.584248543E0,-9.708877802E-1
1.706175171E1,9.616754532E0,2.787638426E0,-9.810572863E-1
1.707979217E1,9.412766457E0,2.813959360E0,-9.756734371E-1
1.709782202E1,9.385847092E0,2.552543640E0,-1.079761267E0
1.711585308E1,9.352945328E0,2.146361828E0,-8.536394835E-1
1.713388000E1,9.399007797E0,1.804188251E0,-1.674975827E-2
1.715190808E1,9.629914284E0,1.816750646E0,8.422735929E-1
1.716993786E1,9.844670296E0,2.059622049E0,2.626122832E-1
1.718796551E1,1.012582684E1,2.427518606E0,-9.900303483E-1
1.720599493E1,1.061635590E1,2.685943365E0,-1.579861164E0
1.722402356E1,1.100219822E1,3.036491871E0,-9.852447510E-1
1.724205365E1,1.092383385E1,2.836691141E0,4.001995921E-1
1.726007794E1,1.116909790E1,2.491526604E0,1.183848977E0
1.727809655E1,1.222672558E1,2.083550215E0,7.154539824E-1
1.729614227E1,1.292602825E1,1.886142492E0,-1.252642632E0
1.731416296E1,1.210050392E1,1.396211982E0,-5.234299660E0
1.733217456E1,1.068754196E1,1.293918848E0,-8.476573944E0
1.735022479E1,8.012366295E0,2.967100143E-1,-9.234500885E0
1.736825415E1,6.451648235E0,-7.477570772E-1,-7.517052174E0
1.738629113E1,6.618547440E0,-1.298106313E0,-3.767499208E0
1.740431237E1,9.681360245E0,-5.874379873E-1,6.807580590E-1
1.742234240E1,1.234397411E1,4.510470629E-1,1.814955950E0
1.744036987E1,1.407877064E1,1.920240164E0,-5.156532526E-1
1.745839996E1,1.293021584E1,2.775674343E0,-3.299702406E0
1.747642718E1,1.041057301E1,2.909672260E0,-5.843272686E0
1.749445629E1,8.766703606E0,3.135195971E0,-6.795018196E0
1.751248168E1,7.704888821E0,3.416950703E0,-5.638088226E0
1.753050164E1,6.805785656E0,3.226123095E0,-3.759124279E0
1.754854382E1,5.131408215E0,2.539981127E0,-1.689931035E0
1.756656933E1,4.118047714E0,1.269392371E0,-2.781656384E-1
1.758458923E1,5.108078003E0,7.034898400E-1,8.626125455E-1
1.760263086E1,6.732804775E0,4.348955154E-1,1.938784599E0
1.762065850E1,8.564510345E0,5.330012441E-1,2.258226395E0
1.763869134E1,9.753145218E0,8.015955687E-1,1.537986755E0
1.765671630E1,1.007677460E1,1.130608678E0,4.331009090E-1
1.767474615E1,9.514460564E0,1.704886079E0,-6.466603279E-1
1.769277453E1,9.139984131E0,2.308475733E0,-1.335793257E0
1.771080432E1,9.218349457E0,2.266601324E0,-1.846660852E0
1.772883221E1,9.139386177E0,1.585245013E0,-1.767099500E0
1.774686206E1,9.028717995E0,8.141579032E-1,-6.179464459E-1
1.776488916E1,9.933803558E0,5.383850932E-1,1.061815023E0
1.778291845E1,1.169432259E1,7.860422134E-1,2.541177750E0
1.780094348E1,1.287518024E1,1.516451359E0,2.014756680E0
1.781896228E1,1.268136215E1,1.881356835E0,8.817551732E-1
1.783700549E1,1.328495121E1,1.926820397E0,-7.286145091E-1
1.785503527E1,1.319641685E1,1.729412556E0,-2.446063042E0
1.787306683E1,1.301994610E1,1.781456470E0,-4.365106583E0
1.789109283E1,1.300678539E1,1.849053741E0,-5.806782246E0
1.790912036E1,1.029571724E1,1.574477315E0,-5.593821049E0
1.792714941E1,7.483552933E0,6.215356588E-1,-4.914259434E0
1.794517828E1,5.637490273E0,4.642075896E-1,-2.130808592E0
1.796320831E1,5.868995667E0,1.266999602E0,4.809573591E-1
1.798123645E1,9.467801094E0,1.390229940E0,6.532405615E-1
1.799926623E1,1.212503052E1,1.600200176E0,-1.115653515E0
1.801729400E1,1.144606686E1,1.112662554E0,-3.594019651E0
